alpha3Code,gender,population,age
TUR,Female,658495,12
TKM,Female,49263,12
UGA,Female,610512,12
UKR,Female,224792,12
ARE,Female,42128,12
GBR,Female,380301,12
USA,Female,2068583,12
URY,Female,23883,12
UZB,Female,279110,12
VUT,Female,3094,12
VEN,Female,286254,12
VNM,Female,677175,12
ESH,Female,4809,12
YEM,Female,345356,12
ZMB,Female,232627,12
ZWE,Female,208223,12
AFG,Female,483730,13
ALB,Female,15959,13
DZA,Female,333638,13
AGO,Female,407325,13
ATG,Female,819,13
ARG,Female,355972,13
ARM,Female,17418,13
ABW,Female,694,13
AUS,Female,151205,13
AUT,Female,39681,13
AZE,Female,60453,13
BHS,Female,2547,13
BHR,Female,8796,13
BGD,Female,1555551,13
BRB,Female,1823,13
BLR,Female,46538,13
BEL,Female,63858,13
BLZ,Female,3795,13
BEN,Female,139099,13
BTN,Female,7124,13
BOL,Female,112174,13
BIH,Female,16603,13
BWA,Female,22093,13
BRA,Female,1521390,13
VIR,Female,715,13
BRN,Female,3122,13
BGR,Female,33169,13
BFA,Female,251688,13
BDI,Female,136625,13
KHM,Female,153477,13
CMR,Female,303832,13
CAN,Female,194649,13
CPV,Female,5483,13
CAF,Female,62763,13
TCD,Female,201343,13
CHL,Female,123217,13
CHN,Female,7428834,13
COL,Female,388547,13
COM,Female,9534,13
COG,Female,65881,13
COD,Female,1061364,13
CRI,Female,35235,13
HRV,Female,20495,13
CUB,Female,57316,13
CYP,Female,6562,13
CZE,Female,52903,13
DNK,Female,33018,13
DJI,Female,9568,13
DOM,Female,102338,13
ECU,Female,150698,13
EGY,Female,895534,13
SLV,Female,57030,13
GNQ,Female,13165,13
ERI,Female,65343,13
EST,Female,7087,13
ETH,Female,1315823,13
FJI,Female,8200,13
FIN,Female,29727,13
FRA,Female,389059,13
GUF,Female,2948,13
PYF,Female,2150,13
GAB,Female,21052,13
GMB,Female,27455,13
GEO,Female,21744,13
DEU,Female,350728,13
GHA,Female,326326,13
GRC,Female,56028,13
GRD,Female,880,13
GLP,Female,2906,13
GUM,Female,1319,13
GTM,Female,189792,13
GIN,Female,159288,13
GNB,Female,22572,13
GUY,Female,7235,13
HTI,Female,115947,13
HND,Female,98251,13
HKG,Female,26411,13
HUN,Female,47312,13
ISL,Female,2198,13
IND,Female,12018040,13
IDN,Female,2299855,13
CIV,Female,301583,13
IRN,Female,587454,13
IRQ,Female,444510,13
IRL,Female,33457,13
ISR,Female,69384,13
ITA,Female,276439,13
JAM,Female,22255,13
JPN,Female,545691,13
JOR,Female,105206,13
KAZ,Female,136715,13
KEN,Female,630647,13
KIR,Female,1211,13
KWT,Female,24870,13
KGZ,Female,52124,13
LAO,Female,72102,13
LVA,Female,9883,13
LBN,Female,45133,13
LSO,Female,24226,13
LBR,Female,59054,13
LBY,Female,56350,13
LTU,Female,13068,13
LUX,Female,3141,13
MAC,Female,2006,13
MKD,Female,11157,13
MDG,Female,319414,13
MWI,Female,251280,13
MYS,Female,245130,13
MDV,Female,2839,13
MLI,Female,253240,13
MLT,Female,1928,13
MTQ,Female,2602,13
MRT,Female,51652,13
MUS,Female,8527,13
MYT,Female,3281,13
MEX,Female,1117303,13
FSM,Female,1124,13
MDA,Female,19974,13
MNG,Female,24412,13
MNE,Female,3778,13
MAR,Female,298100,13
MOZ,Female,392230,13
MMR,Female,499161,13
NAM,Female,27877,13
NPL,Female,315742,13
NLD,Female,94378,13
NCL,Female,1949,13
NZL,Female,30549,13
NIC,Female,57982,13
NER,Female,292957,13
NGA,Female,2383190,13
PRK,Female,174556,13
NOR,Female,31176,13
OMN,Female,28139,13
PAK,Female,2000150,13
PSE,Female,57254,13
PAN,Female,35512,13
PNG,Female,91429,13
PRY,Female,64594,13
PER,Female,278959,13
PHL,Female,1036510,13
POL,Female,186716,13
PRT,Female,49806,13
PRI,Female,22765,13
QAT,Female,10883,13
REU,Female,6842,13
ROU,Female,101933,13
RUS,Female,730954,13
RWA,Female,153256,13
LCA,Female,1171,13
VCT,Female,894,13
WSM,Female,2320,13
STP,Female,2695,13
SAU,Female,242136,13
SEN,Female,197223,13
SRB,Female,48440,13
SYC,Female,628,13
SLE,Female,98177,13
SGP,Female,30495,13
SVK,Female,26698,13
SVN,Female,9659,13
SLB,Female,7316,13
SOM,Female,193798,13
ZAF,Female,523786,13
KOR,Female,225154,13
SSD,Female,155556,13
ESP,Female,237177,13
LKA,Female,172550,13
SDN,Female,502703,13
SUR,Female,4733,13
SWZ,Female,15843,13
SWE,Female,55239,13
CHE,Female,39784,13
SYR,Female,235477,13
TJK,Female,89134,13
TZA,Female,752135,13
THA,Female,409464,13
TLS,Female,16722,13
TGO,Female,98277,13
TON,Female,1259,13
TTO,Female,9281,13
TUN,Female,79230,13
TUR,Female,660996,13
TKM,Female,49033,13
UGA,Female,591136,13
UKR,Female,212791,13
ARE,Female,40375,13
GBR,Female,369994,13
USA,Female,2062042,13
URY,Female,23977,13
UZB,Female,268493,13
VUT,Female,2946,13
VEN,Female,284814,13
VNM,Female,664065,13
ESH,Female,4796,13
YEM,Female,338289,13
ZMB,Female,227552,13
ZWE,Female,201874,13
AFG,Female,471380,14
ALB,Female,16706,14
DZA,Female,312639,14
AGO,Female,391065,14
ATG,Female,827,14
ARG,Female,355418,14
ARM,Female,16754,14
ABW,Female,698,14
AUS,Female,148654,14
AUT,Female,40085,14
AZE,Female,59333,14
BHS,Female,2476,14
BHR,Female,8495,14
BGD,Female,1569720,14
BRB,Female,1826,14
BLR,Female,45055,14
BEL,Female,63025,14
BLZ,Female,3864,14
BEN,Female,135168,14
BTN,Female,7084,14
BOL,Female,111645,14
BIH,Female,16422,14
BWA,Female,21813,14
BRA,Female,1548913,14
VIR,Female,693,14
BRN,Female,3195,14
BGR,Female,32096,14
BFA,Female,243118,14
BDI,Female,130233,14
KHM,Female,149745,14
CMR,Female,294588,14
CAN,Female,191320,14
CPV,Female,5491,14
CAF,Female,61657,14
TCD,Female,195120,14
CHL,Female,123216,14
CHN,Female,7369449,14
COL,Female,392264,14
COM,Female,9295,14
COG,Female,63358,14
COD,Female,1020360,14
CRI,Female,35094,14
HRV,Female,19944,14
CUB,Female,58187,14
CYP,Female,6609,14
CZE,Female,50701,14
DNK,Female,32835,14
DJI,Female,9641,14
DOM,Female,101845,14
ECU,Female,149266,14
EGY,Female,886235,14
SLV,Female,57222,14
GNQ,Female,12662,14
ERI,Female,63220,14
EST,Female,6760,14
ETH,Female,1306740,14
FJI,Female,7992,14
FIN,Female,29262,14
FRA,Female,387970,14
GUF,Female,2885,14
PYF,Female,2194,14
GAB,Female,20411,14
GMB,Female,26683,14
GEO,Female,20786,14
DEU,Female,355634,14
GHA,Female,317888,14
GRC,Female,55062,14
GRD,Female,860,14
GLP,Female,2975,14
GUM,Female,1335,14
GTM,Female,191120,14
GIN,Female,154902,14
GNB,Female,21848,14
GUY,Female,7353,14
HTI,Female,114789,14
HND,Female,98807,14
HKG,Female,25564,14
HUN,Female,47117,14
ISL,Female,2162,14
IND,Female,11993620,14
IDN,Female,2302061,14
CIV,Female,294770,14
IRN,Female,560509,14
IRQ,Female,431349,14
IRL,Female,32506,14
ISR,Female,68018,14
ITA,Female,275858,14
JAM,Female,22311,14
JPN,Female,547218,14
JOR,Female,103063,14
KAZ,Female,125941,14
KEN,Female,614841,14
KIR,Female,1118,14
KWT,Female,23594,14
KGZ,Female,49232,14
LAO,Female,71001,14
LVA,Female,9476,14
LBN,Female,46983,14
LSO,Female,24101,14
LBR,Female,57740,14
LBY,Female,55509,14
LTU,Female,12918,14
LUX,Female,3183,14
MAC,Female,1944,14
MKD,Female,11377,14
MDG,Female,313240,14
MWI,Female,242375,14
MYS,Female,247992,14
MDV,Female,2745,14
MLI,Female,242886,14
MLT,Female,1948,14
MTQ,Female,2568,14
MRT,Female,50338,14
MUS,Female,8863,14
MYT,Female,3157,14
MEX,Female,1122360,14
FSM,Female,1140,14
MDA,Female,19419,14
MNG,Female,23108,14
MNE,Female,3758,14
MAR,Female,296100,14
MOZ,Female,381178,14
MMR,Female,508318,14
NAM,Female,27582,14
NPL,Female,317948,14
NLD,Female,96303,14
NCL,Female,1965,14
NZL,Female,30028,14
NIC,Female,57467,14
NER,Female,280833,14
NGA,Female,2309659,14
PRK,Female,178298,14
NOR,Female,31025,14
OMN,Female,27225,14
PAK,Female,1939724,14
PSE,Female,55824,14
PAN,Female,35249,14
PNG,Female,90105,14
PRY,Female,64073,14
PER,Female,277447,14
PHL,Female,1022850,14
POL,Female,179982,14
PRT,Female,50430,14
PRI,Female,23101,14
QAT,Female,10369,14
REU,Female,6941,14
ROU,Female,101281,14
RUS,Female,715930,14
RWA,Female,148615,14
LCA,Female,1225,14
VCT,Female,888,14
WSM,Female,2237,14
STP,Female,2635,14
SAU,Female,234404,14
SEN,Female,190336,14
SRB,Female,49387,14
SYC,Female,608,14
SLE,Female,95597,14
SGP,Female,31096,14
SVK,Female,26117,14
SVN,Female,9325,14
SLB,Female,7150,14
SOM,Female,187002,14
ZAF,Female,520152,14
KOR,Female,227703,14
SSD,Female,151744,14
ESP,Female,232811,14
LKA,Female,171414,14
SDN,Female,493030,14
SUR,Female,4725,14
SWZ,Female,15528,14
SWE,Female,54201,14
CHE,Female,40003,14
SYR,Female,233364,14
TJK,Female,85466,14
TZA,Female,731272,14
THA,Female,414143,14
TLS,Female,16111,14
TGO,Female,95423,14
TON,Female,1240,14
TTO,Female,9138,14
TUN,Female,78053,14
TUR,Female,662637,14
TKM,Female,48781,14
UGA,Female,572182,14
UKR,Female,201441,14
ARE,Female,38671,14
GBR,Female,360251,14
USA,Female,2058460,14
URY,Female,24071,14
UZB,Female,258356,14
VUT,Female,2803,14
VEN,Female,283312,14
VNM,Female,652631,14
ESH,Female,4782,14
YEM,Female,331276,14
ZMB,Female,222563,14
ZWE,Female,195441,14
AFG,Female,458196,15
ALB,Female,17377,15
DZA,Female,291423,15
AGO,Female,374972,15
ATG,Female,835,15
ARG,Female,355118,15
ARM,Female,16139,15
ABW,Female,701,15
AUS,Female,146093,15
AUT,Female,40622,15
AZE,Female,58419,15
BHS,Female,2397,15
BHR,Female,8247,15
BGD,Female,1584026,15
BRB,Female,1830,15
BLR,Female,43705,15
BEL,Female,62210,15
BLZ,Female,3938,15
BEN,Female,131279,15
BTN,Female,7039,15
BOL,Female,111062,15
BIH,Female,16147,15
BWA,Female,21535,15
BRA,Female,1576195,15
VIR,Female,668,15
BRN,Female,3274,15
BGR,Female,31070,15
BFA,Female,234559,15
BDI,Female,123998,15
KHM,Female,145861,15
CMR,Female,285480,15
CAN,Female,187880,15
CPV,Female,5498,15
CAF,Female,60520,15
TCD,Female,189043,15
CHL,Female,123182,15
CHN,Female,7333662,15
COL,Female,396235,15
COM,Female,9058,15
COG,Female,60789,15
COD,Female,980323,15
CRI,Female,34901,15
HRV,Female,19283,15
CUB,Female,59114,15
CYP,Female,6648,15
CZE,Female,48574,15
DNK,Female,32612,15
DJI,Female,9721,15
DOM,Female,101347,15
ECU,Female,147700,15
EGY,Female,879636,15
SLV,Female,57294,15
GNQ,Female,12173,15
ERI,Female,61098,15
EST,Female,6438,15
ETH,Female,1297341,15
FJI,Female,7773,15
FIN,Female,28807,15
FRA,Female,386652,15
GUF,Female,2818,15
PYF,Female,2241,15
GAB,Female,19777,15
GMB,Female,25928,15
GEO,Female,19816,15
DEU,Female,361066,15
GHA,Female,309300,15
GRC,Female,53902,15
GRD,Female,839,15
GLP,Female,3037,15
GUM,Female,1354,15
GTM,Female,192573,15
GIN,Female,150560,15
GNB,Female,21133,15
GUY,Female,7472,15
HTI,Female,113526,15
HND,Female,99331,15
HKG,Female,24781,15
HUN,Female,46997,15
ISL,Female,2127,15
IND,Female,11960752,15
IDN,Female,2305856,15
CIV,Female,288083,15
IRN,Female,534396,15
IRQ,Female,418041,15
IRL,Female,31494,15
ISR,Female,66607,15
ITA,Female,275085,15
JAM,Female,22328,15
JPN,Female,548322,15
JOR,Female,100826,15
KAZ,Female,115213,15
KEN,Female,598286,15
KIR,Female,1016,15
KWT,Female,22303,15
KGZ,Female,46281,15
LAO,Female,69819,15
LVA,Female,9102,15
LBN,Female,48955,15
LSO,Female,23968,15
LBR,Female,56434,15
LBY,Female,54656,15
LTU,Female,12782,15
LUX,Female,3227,15
MAC,Female,1898,15
MKD,Female,11639,15
MDG,Female,306966,15
MWI,Female,233225,15
MYS,Female,251113,15
MDV,Female,2658,15
MLI,Female,232590,15
MLT,Female,1973,15
MTQ,Female,2522,15
MRT,Female,49045,15
MUS,Female,9226,15
MYT,Female,3023,15
MEX,Female,1126656,15
FSM,Female,1156,15
MDA,Female,18887,15
MNG,Female,21821,15
MNE,Female,3732,15
MAR,Female,294550,15
MOZ,Female,370282,15
MMR,Female,517846,15
NAM,Female,27303,15
NPL,Female,319710,15
NLD,Female,98423,15
NCL,Female,1985,15
NZL,Female,29466,15
NIC,Female,56898,15
NER,Female,269153,15
NGA,Female,2238008,15
PRK,Female,182320,15
NOR,Female,30855,15
OMN,Female,26428,15
PAK,Female,1876673,15
PSE,Female,54366,15
PAN,Female,34966,15
PNG,Female,88707,15
PRY,Female,63443,15
PER,Female,276075,15
PHL,Female,1008539,15
POL,Female,172911,15
PRT,Female,50981,15
PRI,Female,23422,15
QAT,Female,9913,15
REU,Female,7044,15
ROU,Female,100518,15
RUS,Female,705390,15
RWA,Female,143763,15
LCA,Female,1280,15
VCT,Female,880,15
WSM,Female,2146,15
STP,Female,2576,15
SAU,Female,227142,15
SEN,Female,183441,15
SRB,Female,50428,15
SYC,Female,587,15
SLE,Female,92943,15
SGP,Female,31700,15
SVK,Female,25566,15
SVN,Female,8980,15
SLB,Female,6973,15
SOM,Female,180291,15
ZAF,Female,516539,15
KOR,Female,230015,15
SSD,Female,147930,15
ESP,Female,228210,15
LKA,Female,170171,15
SDN,Female,483276,15
SUR,Female,4717,15
SWZ,Female,15207,15
SWE,Female,53404,15
CHE,Female,40305,15
SYR,Female,230219,15
TJK,Female,81659,15
TZA,Female,711512,15
THA,Female,418110,15
TLS,Female,15421,15
TGO,Female,92585,15
TON,Female,1220,15
TTO,Female,9001,15
TUN,Female,77052,15
TUR,Female,663714,15
TKM,Female,48810,15
UGA,Female,553659,15
UKR,Female,189860,15
ARE,Female,36922,15
GBR,Female,350032,15
USA,Female,2055137,15
URY,Female,24162,15
UZB,Female,247867,15
VUT,Female,2650,15
VEN,Female,281774,15
VNM,Female,643072,15
ESH,Female,4778,15
YEM,Female,324417,15
ZMB,Female,217745,15
ZWE,Female,188947,15
AFG,Female,444497,16
ALB,Female,18345,16
DZA,Female,277020,16
AGO,Female,359411,16
ATG,Female,841,16
ARG,Female,353716,16
ARM,Female,15678,16
ABW,Female,706,16
AUS,Female,144746,16
AUT,Female,41202,16
AZE,Female,58264,16
BHS,Female,2389,16
BHR,Female,8037,16
BGD,Female,1591543,16
BRB,Female,1827,16
BLR,Female,42716,16
BEL,Female,61669,16
BLZ,Female,3992,16
BEN,Female,127547,16
BTN,Female,7034,16
BOL,Female,110378,16
BIH,Female,16405,16
BWA,Female,21350,16
BRA,Female,1603509,16
VIR,Female,649,16
BRN,Female,3338,16
BGR,Female,30125,16
BFA,Female,226294,16
BDI,Female,118695,16
KHM,Female,143646,16
CMR,Female,276412,16
CAN,Female,187251,16
CPV,Female,5512,16
CAF,Female,59137,16
TCD,Female,182972,16
CHL,Female,123590,16
CHN,Female,7297893,16
COL,Female,398656,16
COM,Female,8832,16
COG,Female,58357,16
COD,Female,941654,16
CRI,Female,35036,16
HRV,Female,19103,16
CUB,Female,60198,16
CYP,Female,6794,16
CZE,Female,46705,16
DNK,Female,32663,16
DJI,Female,9771,16
DOM,Female,100555,16
ECU,Female,146675,16
EGY,Female,869265,16
SLV,Female,57901,16
GNQ,Female,11797,16
ERI,Female,58750,16
EST,Female,6139,16
ETH,Female,1284419,16
FJI,Female,7585,16
FIN,Female,28550,16
FRA,Female,385126,16
GUF,Female,2755,16
PYF,Female,2275,16
GAB,Female,19253,16
GMB,Female,25181,16
GEO,Female,19241,16
DEU,Female,368061,16
GHA,Female,301928,16
GRC,Female,53205,16
GRD,Female,829,16
GLP,Female,3099,16
GUM,Female,1364,16
GTM,Female,192778,16
GIN,Female,146252,16
GNB,Female,20496,16
GUY,Female,7571,16
HTI,Female,112444,16
HND,Female,99499,16
HKG,Female,24920,16
HUN,Female,46988,16
ISL,Female,2102,16
IND,Female,11917466,16
IDN,Female,2299369,16
CIV,Female,281554,16
IRN,Female,513401,16
IRQ,Female,406715,16
IRL,Female,30509,16
ISR,Female,65393,16
ITA,Female,274389,16
JAM,Female,22564,16
JPN,Female,551434,16
JOR,Female,98849,16
KAZ,Female,107301,16
KEN,Female,582393,16
KIR,Female,958,16
KWT,Female,21530,16
KGZ,Female,44450,16
LAO,Female,68982,16
LVA,Female,8699,16
LBN,Female,50738,16
LSO,Female,23946,16
LBR,Female,54975,16
LBY,Female,53911,16
LTU,Female,12875,16
LUX,Female,3287,16
MAC,Female,1954,16
MKD,Female,11855,16
MDG,Female,300836,16
MWI,Female,225021,16
MYS,Female,255233,16
MDV,Female,2615,16
MLI,Female,222474,16
MLT,Female,2012,16
MTQ,Female,2478,16
MRT,Female,47812,16
MUS,Female,9458,16
MYT,Female,2903,16
MEX,Female,1132293,16
FSM,Female,1170,16
MDA,Female,18746,16
MNG,Female,20968,16
MNE,Female,3731,16
MAR,Female,292590,16
MOZ,Female,359056,16
MMR,Female,521877,16
NAM,Female,27100,16
NPL,Female,320482,16
NLD,Female,99805,16
NCL,Female,2007,16
NZL,Female,29208,16
NIC,Female,56513,16
NER,Female,257699,16
NGA,Female,2164313,16
PRK,Female,185429,16
NOR,Female,30912,16
OMN,Female,25824,16
PAK,Female,1834618,16
PSE,Female,53290,16
PAN,Female,34746,16
PNG,Female,87305,16
PRY,Female,63266,16
PER,Female,274552,16
PHL,Female,997776,16
POL,Female,169239,16
PRT,Female,51562,16
PRI,Female,23780,16
QAT,Female,9492,16
REU,Female,7069,16
ROU,Female,100158,16
RUS,Female,689773,16
RWA,Female,139177,16
LCA,Female,1336,16
VCT,Female,877,16
WSM,Female,2063,16
STP,Female,2500,16
SAU,Female,221677,16
SEN,Female,177175,16
SRB,Female,51143,16
SYC,Female,571,16
SLE,Female,90320,16
SGP,Female,32362,16
SVK,Female,25294,16
SVN,Female,8757,16
SLB,Female,6796,16
SOM,Female,174204,16
ZAF,Female,513806,16
KOR,Female,236349,16
SSD,Female,144399,16
ESP,Female,223388,16
LKA,Female,168107,16
SDN,Female,472791,16
SUR,Female,4711,16
SWZ,Female,14971,16
SWE,Female,52521,16
CHE,Female,40845,16
SYR,Female,225957,16
TJK,Female,79328,16
TZA,Female,688879,16
THA,Female,424339,16
TLS,Female,14970,16
TGO,Female,89602,16
TON,Female,1195,16
TTO,Female,8845,16
TUN,Female,76503,16
TUR,Female,664858,16
TKM,Female,48533,16
UGA,Female,534863,16
UKR,Female,182511,16
ARE,Female,35875,16
GBR,Female,345055,16
USA,Female,2057573,16
URY,Female,24284,16
UZB,Female,242289,16
VUT,Female,2546,16
VEN,Female,280154,16
VNM,Female,636655,16
ESH,Female,4776,16
YEM,Female,317894,16
ZMB,Female,212347,16
ZWE,Female,183349,16
AFG,Female,430850,17
ALB,Female,19721,17
DZA,Female,272793,17
AGO,Female,344750,17
ATG,Female,845,17
ARG,Female,350571,17
ARM,Female,15451,17
ABW,Female,717,17
AUS,Female,145293,17
AUT,Female,41785,17
AZE,Female,59046,17
BHS,Female,2489,17
BHR,Female,7870,17
BGD,Female,1588809,17
BRB,Female,1813,17
BLR,Female,42221,17
BEL,Female,61571,17
BLZ,Female,4008,17
BEN,Female,124033,17
BTN,Female,7094,17
BOL,Female,109578,17
BIH,Female,17492,17
BWA,Female,21287,17
BRA,Female,1629864,17
VIR,Female,641,17
BRN,Female,3376,17
BGR,Female,29357,17
BFA,Female,218527,17
BDI,Female,114743,17
KHM,Female,143984,17
CMR,Female,267417,17
CAN,Female,190988,17
CPV,Female,5541,17
CAF,Female,57404,17
TCD,Female,176850,17
CHL,Female,124709,17
CHN,Female,7254190,17
COL,Female,398715,17
COM,Female,8622,17
COG,Female,56165,17
COD,Female,904654,17
CRI,Female,35683,17
HRV,Female,19698,17
CUB,Female,61414,17
CYP,Female,7095,17
CZE,Female,45315,17
DNK,Female,33178,17
DJI,Female,9768,17
DOM,Female,99343,17
ECU,Female,146509,17
EGY,Female,850341,17
SLV,Female,59330,17
GNQ,Female,11579,17
ERI,Female,56134,17
EST,Female,5895,17
ETH,Female,1265772,17
FJI,Female,7455,17
FIN,Female,28611,17
FRA,Female,383500,17
GUF,Female,2699,17
PYF,Female,2289,17
GAB,Female,18878,17
GMB,Female,24431,17
GEO,Female,19262,17
DEU,Female,376949,17
GHA,Female,296338,17
GRC,Female,53357,17
GRD,Female,836,17
GLP,Female,3160,17
GUM,Female,1361,17
GTM,Female,190996,17
GIN,Female,141991,17
GNB,Female,19971,17
GUY,Female,7632,17
HTI,Female,111699,17
HND,Female,99171,17
HKG,Female,26436,17
HUN,Female,47171,17
ISL,Female,2096,17
IND,Female,11868487,17
IDN,Female,2276174,17
CIV,Female,275095,17
IRN,Female,500438,17
IRQ,Female,398272,17
IRL,Female,29624,17
ISR,Female,64453,17
ITA,Female,274135,17
JAM,Female,23155,17
JPN,Female,557681,17
JOR,Female,97287,17
KAZ,Female,103618,17
KEN,Female,568150,17
KIR,Female,973,17
KWT,Female,21552,17
KGZ,Female,44258,17
LAO,Female,68717,17
LVA,Female,8273,17
LBN,Female,52109,17
LSO,Female,24069,17
LBR,Female,53298,17
LBY,Female,53329,17
LTU,Female,13296,17
LUX,Female,3364,17
MAC,Female,2148,17
MKD,Female,11976,17
MDG,Female,294964,17
MWI,Female,218556,17
MYS,Female,260565,17
MDV,Female,2633,17
MLI,Female,212728,17
MLT,Female,2065,17
MTQ,Female,2448,17
MRT,Female,46648,17
MUS,Female,9486,17
MYT,Female,2809,17
MEX,Female,1139691,17
FSM,Female,1182,17
MDA,Female,19194,17
MNG,Female,20724,17
MNE,Female,3772,17
MAR,Female,289673,17
MOZ,Female,347304,17
MMR,Female,517636,17
NAM,Female,26974,17
NPL,Female,320204,17
NLD,Female,100005,17
NCL,Female,2030,17
NZL,Female,29440,17
NIC,Female,56439,17
NER,Female,246409,17
NGA,Female,2086766,17
PRK,Female,186976,17
NOR,Female,31326,17
OMN,Female,25441,17
PAK,Female,1824663,17
PSE,Female,52775,17
PAN,Female,34622,17
PNG,Female,85940,17
PRY,Female,63807,17
PER,Female,272717,17
PHL,Female,992605,17
POL,Female,171062,17
PRT,Female,52228,17
PRI,Female,24204,17
QAT,Female,9120,17
REU,Female,6976,17
ROU,Female,100535,17
RUS,Female,664653,17
RWA,Female,135153,17
LCA,Female,1388,17
VCT,Female,883,17
WSM,Female,2000,17
STP,Female,2401,17
SAU,Female,218883,17
SEN,Female,171832,17
SRB,Female,51325,17
SYC,Female,561,17
SLE,Female,87817,17
SGP,Female,33106,17
SVK,Female,25449,17
SVN,Female,8726,17
SLB,Female,6624,17
SOM,Female,169021,17
ZAF,Female,512245,17
KOR,Female,248605,17
SSD,Female,141286,17
ESP,Female,218785,17
LKA,Female,165045,17
SDN,Female,461298,17
SUR,Female,4711,17
SWZ,Female,14864,17
SWE,Female,51490,17
CHE,Female,41683,17
SYR,Female,220662,17
TJK,Female,79212,17
